,year,month,day_of_week,hour_of_day,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,day_period
61,2011,1,0,16,spring,0,1,1,10.66,12.12,30,16.9979,9,67,76,afternoon
62,2011,1,0,17,spring,0,1,1,9.84,11.365,30,15.0013,11,146,157,afternoon
63,2011,1,0,18,spring,0,1,1,9.84,12.88,32,7.0015,9,148,157,evening
64,2011,1,0,19,spring,0,1,1,8.2,12.88,47,0.0,8,102,110,evening
65,2011,1,0,20,spring,0,1,1,8.2,11.365,47,7.0015,3,49,52,evening
66,2011,1,0,21,spring,0,1,1,7.38,9.85,64,8.9981,3,49,52,evening
67,2011,1,0,22,spring,0,1,1,5.74,7.575,69,8.9981,0,20,20,evening
68,2011,1,0,23,spring,0,1,1,7.38,10.605,55,7.0015,1,11,12,evening
69,2011,1,1,0,spring,0,1,1,6.56,9.09,55,7.0015,0,5,5,night
70,2011,1,1,1,spring,0,1,1,6.56,9.09,59,7.0015,0,2,2,night
71,2011,1,1,2,spring,0,1,1,5.74,7.575,63,8.9981,0,1,1,night
72,2011,1,1,4,spring,0,1,1,5.74,9.09,63,6.0032,0,2,2,night
73,2011,1,1,5,spring,0,1,1,4.92,7.575,68,7.0015,0,4,4,night
74,2011,1,1,6,spring,0,1,1,4.92,7.575,74,7.0015,0,36,36,morning
75,2011,1,1,7,spring,0,1,1,4.92,7.575,74,8.9981,2,92,94,morning
76,2011,1,1,8,spring,0,1,1,5.74,7.575,69,11.0014,2,177,179,morning
77,2011,1,1,9,spring,0,1,1,6.56,7.575,64,15.0013,2,98,100,morning
78,2011,1,1,10,spring,0,1,2,6.56,6.82,69,22.0028,5,37,42,morning
79,2011,1,1,11,spring,0,1,1,9.02,10.605,51,19.9995,7,50,57,morning
80,2011,1,1,12,spring,0,1,1,9.02,11.365,51,11.0014,12,66,78,afternoon
81,2011,1,1,13,spring,0,1,1,9.84,11.365,56,12.998,18,79,97,afternoon
82,2011,1,1,14,spring,0,1,1,10.66,12.88,52,15.0013,9,54,63,afternoon
83,2011,1,1,15,spring,0,1,1,11.48,13.635,52,16.9979,17,48,65,afternoon
84,2011,1,1,16,spring,0,1,1,12.3,14.395,49,16.9979,15,68,83,afternoon
85,2011,1,1,17,spring,0,1,1,11.48,13.635,48,15.0013,10,202,212,afternoon
86,2011,1,1,18,spring,0,1,1,10.66,12.88,48,12.998,3,179,182,evening
87,2011,1,1,19,spring,0,1,1,9.84,12.88,48,7.0015,2,110,112,evening
88,2011,1,1,20,spring,0,1,1,9.84,12.88,48,7.0015,1,53,54,evening
89,2011,1,1,21,spring,0,1,1,9.02,13.635,64,0.0,0,48,48,evening
90,2011,1,1,22,spring,0,1,1,9.02,12.88,64,6.0032,1,34,35,evening
91,2011,1,1,23,spring,0,1,1,8.2,11.365,69,6.0032,2,9,11,evening
92,2011,1,2,0,spring,0,1,1,8.2,12.88,64,0.0,0,6,6,night
93,2011,1,2,1,spring,0,1,1,6.56,9.85,74,6.0032,0,6,6,night
94,2011,1,2,2,spring,0,1,1,6.56,9.85,74,6.0032,0,2,2,night
95,2011,1,2,4,spring,0,1,1,9.84,11.365,48,15.0013,0,2,2,night
96,2011,1,2,5,spring,0,1,1,9.02,11.365,47,11.0014,0,3,3,night
97,2011,1,2,6,spring,0,1,1,8.2,9.85,47,15.0013,0,33,33,morning
98,2011,1,2,7,spring,0,1,1,7.38,9.09,43,12.998,1,87,88,morning
99,2011,1,2,8,spring,0,1,1,8.2,9.09,40,19.9995,3,192,195,morning
100,2011,1,2,9,spring,0,1,1,9.02,9.85,37,22.0028,6,109,115,morning
101,2011,1,2,10,spring,0,1,1,9.02,9.85,37,22.0028,4,53,57,morning
102,2011,1,2,11,spring,0,1,1,10.66,11.365,33,22.0028,12,34,46,morning
103,2011,1,2,12,spring,0,1,1,10.66,11.365,33,22.0028,5,74,79,afternoon
104,2011,1,2,13,spring,0,1,1,11.48,12.88,30,19.9995,6,65,71,afternoon
105,2011,1,2,14,spring,0,1,1,12.3,14.395,28,12.998,10,52,62,afternoon
106,2011,1,2,15,spring,0,1,1,12.3,14.395,28,12.998,7,55,62,afternoon
107,2011,1,2,16,spring,0,1,1,12.3,15.91,28,6.0032,4,85,89,afternoon
108,2011,1,2,17,spring,0,1,1,9.84,11.365,38,12.998,4,186,190,afternoon
109,2011,1,2,18,spring,0,1,1,9.84,12.12,38,8.9981,3,166,169,evening
110,2011,1,2,19,spring,0,1,1,9.84,12.88,38,7.0015,5,127,132,evening
111,2011,1,2,20,spring,0,1,1,9.02,11.365,47,11.0014,7,82,89,evening
112,2011,1,2,21,spring,0,1,1,8.2,9.85,51,12.998,3,40,43,evening
113,2011,1,2,22,spring,0,1,1,7.38,9.85,55,8.9981,1,41,42,evening
114,2011,1,2,23,spring,0,1,1,8.2,12.88,47,0.0,1,18,19,evening
115,2011,1,3,0,spring,0,1,1,7.38,12.12,55,0.0,0,11,11,night
116,2011,1,3,1,spring,0,1,1,6.56,11.365,64,0.0,0,4,4,night
117,2011,1,3,2,spring,0,1,1,6.56,11.365,64,0.0,0,2,2,night
118,2011,1,3,4,spring,0,1,2,6.56,9.85,64,6.0032,0,1,1,night
119,2011,1,3,5,spring,0,1,2,5.74,9.09,69,6.0032,0,4,4,night
120,2011,1,3,6,spring,0,1,2,5.74,8.335,63,7.0015,0,36,36,morning
121,2011,1,3,7,spring,0,1,2,6.56,11.365,59,0.0,0,95,95,morning
122,2011,1,3,8,spring,0,1,1,6.56,11.365,59,0.0,3,216,219,morning
123,2011,1,3,9,spring,0,1,2,7.38,12.12,51,0.0,6,116,122,morning
124,2011,1,3,10,spring,0,1,1,8.2,12.88,47,0.0,3,42,45,morning
125,2011,1,3,11,spring,0,1,1,9.02,12.88,44,6.0032,2,57,59,morning
126,2011,1,3,12,spring,0,1,1,10.66,14.395,35,0.0,6,78,84,afternoon
127,2011,1,3,13,spring,0,1,1,10.66,13.635,35,7.0015,12,55,67,afternoon
128,2011,1,3,14,spring,0,1,1,11.48,13.635,36,11.0014,11,59,70,afternoon
129,2011,1,3,15,spring,0,1,1,11.48,13.635,36,0.0,8,54,62,afternoon
130,2011,1,3,16,spring,0,1,1,10.66,12.88,38,11.0014,12,74,86,afternoon
131,2011,1,3,17,spring,0,1,1,9.02,11.365,51,11.0014,9,163,172,afternoon
132,2011,1,3,18,spring,0,1,1,9.02,11.365,51,8.9981,5,158,163,evening
133,2011,1,3,19,spring,0,1,1,9.02,12.88,55,6.0032,3,109,112,evening
134,2011,1,3,20,spring,0,1,1,8.2,10.605,51,11.0014,3,66,69,evening
135,2011,1,3,21,spring,0,1,2,9.02,10.605,55,15.0013,0,48,48,evening
136,2011,1,3,22,spring,0,1,2,9.02,10.605,51,19.0012,1,51,52,evening
137,2011,1,3,23,spring,0,1,2,8.2,9.85,59,12.998,4,19,23,evening
138,2011,1,4,0,spring,0,1,2,8.2,9.85,64,12.998,4,13,17,night
139,2011,1,4,1,spring,0,1,2,8.2,9.85,69,15.0013,2,5,7,night
140,2011,1,4,2,spring,0,1,2,8.2,9.85,69,15.0013,0,1,1,night
141,2011,1,4,4,spring,0,1,2,8.2,10.605,69,8.9981,0,1,1,night
142,2011,1,4,5,spring,0,1,3,9.02,13.635,55,0.0,0,5,5,night
143,2011,1,4,6,spring,0,1,2,8.2,12.88,69,0.0,8,26,34,morning
144,2011,1,4,7,spring,0,1,1,8.2,10.605,69,8.9981,8,76,84,morning
145,2011,1,4,8,spring,0,1,1,8.2,9.85,51,16.9979,20,190,210,morning
146,2011,1,4,9,spring,0,1,1,8.2,9.09,47,19.9995,9,125,134,morning
147,2011,1,4,10,spring,0,1,1,9.02,9.85,37,22.0028,16,47,63,morning
148,2011,1,4,11,spring,0,1,2,8.2,9.85,40,15.0013,19,48,67,morning
149,2011,1,4,12,spring,0,1,2,8.2,9.85,37,16.9979,9,50,59,afternoon
150,2011,1,4,13,spring,0,1,2,8.2,9.09,37,19.0012,9,64,73,afternoon
151,2011,1,4,14,spring,0,1,2,8.2,9.85,40,16.9979,7,43,50,afternoon
152,2011,1,4,15,spring,0,1,2,8.2,10.605,37,11.0014,9,63,72,afternoon
153,2011,1,4,16,spring,0,1,2,8.2,10.605,37,11.0014,5,82,87,afternoon
154,2011,1,4,17,spring,0,1,2,8.2,12.88,37,0.0,9,178,187,afternoon
155,2011,1,4,18,spring,0,1,1,8.2,11.365,40,6.0032,7,116,123,evening
156,2011,1,4,19,spring,0,1,1,6.56,9.85,55,6.0032,3,92,95,evening
157,2011,1,4,20,spring,0,1,1,7.38,10.605,47,7.0015,1,50,51,evening
158,2011,1,4,21,spring,0,1,1,7.38,9.85,47,8.9981,0,39,39,evening
159,2011,1,4,22,spring,0,1,2,7.38,9.85,43,11.0014,2,34,36,evening
160,2011,1,4,23,spring,0,1,2,7.38,9.85,51,11.0014,1,14,15,evening
161,2011,1,5,0,spring,0,0,2,7.38,9.85,51,11.0014,1,24,25,night
162,2011,1,5,1,spring,0,0,2,7.38,10.605,55,6.0032,1,15,16,night
163,2011,1,5,2,spring,0,0,2,7.38,12.12,55,0.0,3,13,16,night
164,2011,1,5,3,spring,0,0,3,7.38,9.85,55,11.0014,0,7,7,night
165,2011,1,5,4,spring,0,0,3,7.38,9.85,55,11.0014,0,1,1,night
166,2011,1,5,5,spring,0,0,2,6.56,8.335,74,11.0014,0,5,5,night
167,2011,1,5,6,spring,0,0,2,6.56,8.335,74,11.0014,0,2,2,morning
168,2011,1,5,7,spring,0,0,2,6.56,9.09,74,7.0015,1,8,9,morning
169,2011,1,5,8,spring,0,0,3,6.56,9.09,93,7.0015,0,15,15,morning
170,2011,1,5,9,spring,0,0,3,6.56,9.09,93,7.0015,0,20,20,morning
171,2011,1,5,10,spring,0,0,2,7.38,9.85,80,11.0014,5,56,61,morning
172,2011,1,5,11,spring,0,0,2,8.2,9.09,69,26.0027,2,60,62,morning
173,2011,1,5,12,spring,0,0,2,8.2,9.09,59,23.9994,8,90,98,afternoon
174,2011,1,5,13,spring,0,0,1,8.2,9.09,44,22.0028,7,95,102,afternoon
175,2011,1,5,14,spring,0,0,1,8.2,8.335,32,32.9975,12,83,95,afternoon
176,2011,1,5,15,spring,0,0,1,8.2,8.335,32,30.0026,5,69,74,afternoon
177,2011,1,5,16,spring,0,0,1,7.38,6.82,29,30.0026,8,68,76,afternoon
178,2011,1,5,17,spring,0,0,1,6.56,6.06,37,36.9974,5,64,69,afternoon
179,2011,1,5,18,spring,0,0,1,5.74,6.06,39,19.9995,3,52,55,evening
180,2011,1,5,19,spring,0,0,1,5.74,6.06,36,16.9979,4,26,30,evening
181,2011,1,5,20,spring,0,0,1,4.92,6.06,36,16.9979,0,28,28,evening
182,2011,1,5,21,spring,0,0,1,4.92,5.305,39,23.9994,2,35,37,evening
183,2011,1,5,22,spring,0,0,1,4.92,5.305,36,26.0027,1,33,34,evening
184,2011,1,5,23,spring,0,0,1,4.1,3.03,39,30.0026,0,22,22,evening
185,2011,1,6,0,spring,0,0,1,4.1,3.79,42,26.0027,1,24,25,night
186,2011,1,6,1,spring,0,0,1,4.1,3.03,42,31.0009,0,12,12,night
187,2011,1,6,2,spring,0,0,1,4.1,3.03,46,31.0009,0,11,11,night
188,2011,1,6,3,spring,0,0,1,4.1,3.79,46,27.9993,0,4,4,night
189,2011,1,6,4,spring,0,0,1,3.28,4.545,53,12.998,0,1,1,night
190,2011,1,6,5,spring,0,0,1,3.28,4.545,53,12.998,0,1,1,night
191,2011,1,6,6,spring,0,0,1,4.1,4.545,49,19.0012,0,1,1,morning
192,2011,1,6,7,spring,0,0,1,3.28,4.545,53,12.998,1,5,6,morning
193,2011,1,6,8,spring,0,0,1,4.1,4.545,49,19.0012,0,10,10,morning
194,2011,1,6,9,spring,0,0,1,4.92,3.79,46,35.0008,0,19,19,morning
195,2011,1,6,10,spring,0,0,1,5.74,5.305,43,26.0027,0,49,49,morning
196,2011,1,6,11,spring,0,0,1,6.56,6.06,40,35.0008,2,47,49,morning
197,2011,1,6,12,spring,0,0,1,7.38,6.82,37,30.0026,4,79,83,afternoon
198,2011,1,6,13,spring,0,0,1,8.2,8.335,34,30.0026,6,69,75,afternoon
199,2011,1,6,14,spring,0,0,1,9.02,9.09,32,31.0009,8,64,72,afternoon
200,2011,1,6,15,spring,0,0,1,9.02,9.85,35,23.9994,5,77,82,afternoon
201,2011,1,6,16,spring,0,0,1,8.2,8.335,34,30.0026,13,79,92,afternoon
202,2011,1,6,17,spring,0,0,1,7.38,7.575,37,26.0027,3,59,62,afternoon
203,2011,1,6,18,spring,0,0,1,6.56,6.82,40,22.0028,4,44,48,evening
204,2011,1,6,19,spring,0,0,1,6.56,6.82,43,22.0028,1,40,41,evening
205,2011,1,6,20,spring,0,0,1,5.74,6.06,46,16.9979,0,38,38,evening
206,2011,1,6,21,spring,0,0,1,5.74,5.305,46,27.9993,1,19,20,evening
207,2011,1,6,22,spring,0,0,1,5.74,6.06,46,19.9995,5,10,15,evening
208,2011,1,6,23,spring,0,0,1,4.92,6.82,50,12.998,0,6,6,evening
209,2011,1,0,0,spring,0,1,1,4.92,6.06,50,19.0012,2,3,5,night
210,2011,1,0,1,spring,0,1,1,4.92,6.06,50,19.0012,1,0,1,night
211,2011,1,0,2,spring,0,1,1,4.92,6.06,50,15.0013,0,3,3,night
212,2011,1,0,3,spring,0,1,1,4.92,6.06,50,15.0013,0,1,1,night
213,2011,1,0,4,spring,0,1,1,4.1,6.06,54,8.9981,1,2,3,night
214,2011,1,0,5,spring,0,1,1,4.1,5.305,54,16.9979,0,3,3,night
215,2011,1,0,6,spring,0,1,1,4.92,6.06,50,19.0012,0,31,31,morning
216,2011,1,0,7,spring,0,1,1,4.92,6.06,50,15.0013,2,75,77,morning
217,2011,1,0,8,spring,0,1,2,4.92,6.06,50,19.0012,4,184,188,morning
218,2011,1,0,9,spring,0,1,2,5.74,6.06,50,16.9979,2,92,94,morning
219,2011,1,0,10,spring,0,1,2,5.74,6.06,50,19.9995,0,31,31,morning
220,2011,1,0,11,spring,0,1,2,6.56,6.82,47,19.0012,2,28,30,morning
221,2011,1,0,12,spring,0,1,2,8.2,9.09,40,19.0012,5,47,52,afternoon
222,2011,1,0,13,spring,0,1,2,8.2,9.09,40,19.0012,4,50,54,afternoon
223,2011,1,0,14,spring,0,1,2,8.2,9.85,40,15.0013,0,47,47,afternoon
224,2011,1,0,15,spring,0,1,2,8.2,9.85,40,15.0013,2,43,45,afternoon
225,2011,1,0,16,spring,0,1,1,8.2,10.605,40,8.9981,4,70,74,afternoon
226,2011,1,0,17,spring,0,1,1,8.2,11.365,40,7.0015,4,174,178,afternoon
227,2011,1,0,18,spring,0,1,1,8.2,9.85,40,15.0013,1,154,155,evening
228,2011,1,0,19,spring,0,1,1,6.56,8.335,47,11.0014,3,92,95,evening
229,2011,1,0,20,spring,0,1,1,6.56,8.335,50,11.0014,1,73,74,evening
230,2011,1,0,21,spring,0,1,1,5.74,6.82,59,12.998,1,37,38,evening
231,2011,1,0,22,spring,0,1,1,5.74,7.575,59,11.0014,2,22,24,evening
232,2011,1,0,23,spring,0,1,1,5.74,7.575,59,11.0014,0,18,18,evening
233,2011,1,1,0,spring,0,1,1,5.74,8.335,59,7.0015,2,10,12,night
234,2011,1,1,1,spring,0,1,1,5.74,7.575,59,11.0014,0,3,3,night
235,2011,1,1,2,spring,0,1,2,6.56,7.575,55,12.998,0,3,3,night
236,2011,1,1,5,spring,0,1,2,6.56,9.09,55,8.9981,0,6,6,night
237,2011,1,1,6,spring,0,1,2,6.56,9.09,55,8.9981,0,27,27,morning
238,2011,1,1,7,spring,0,1,2,6.56,11.365,55,0.0,2,97,99,morning
239,2011,1,1,8,spring,0,1,2,7.38,10.605,51,6.0032,3,214,217,morning
240,2011,1,1,9,spring,0,1,2,7.38,9.85,51,11.0014,3,127,130,morning
241,2011,1,1,10,spring,0,1,2,8.2,10.605,51,11.0014,3,51,54,morning
242,2011,1,1,11,spring,0,1,2,8.2,10.605,47,8.9981,4,31,35,morning
243,2011,1,1,12,spring,0,1,2,8.2,11.365,51,7.0015,2,55,57,afternoon
244,2011,1,1,13,spring,0,1,2,8.2,11.365,59,6.0032,6,46,52,afternoon
245,2011,1,1,14,spring,0,1,2,8.2,11.365,59,6.0032,3,60,63,afternoon
246,2011,1,1,15,spring,0,1,2,6.56,9.85,80,6.0032,2,45,47,afternoon
247,2011,1,1,16,spring,0,1,2,6.56,7.575,86,15.0013,4,72,76,afternoon
248,2011,1,1,17,spring,0,1,2,6.56,7.575,86,15.0013,6,130,136,afternoon
249,2011,1,1,18,spring,0,1,3,6.56,9.09,93,7.0015,1,94,95,evening
250,2011,1,1,19,spring,0,1,3,6.56,11.365,93,0.0,0,51,51,evening
251,2011,1,1,20,spring,0,1,3,6.56,7.575,93,12.998,0,32,32,evening
252,2011,1,1,21,spring,0,1,3,6.56,9.85,86,6.0032,0,20,20,evening
253,2011,1,1,22,spring,0,1,3,6.56,9.09,93,7.0015,1,28,29,evening
254,2011,1,1,23,spring,0,1,3,6.56,9.85,93,6.0032,1,18,19,evening
255,2011,1,2,0,spring,0,1,2,6.56,9.85,86,6.0032,0,7,7,night
256,2011,1,2,1,spring,0,1,2,6.56,9.09,86,7.0015,0,6,6,night
257,2011,1,2,2,spring,0,1,1,5.74,7.575,86,8.9981,0,1,1,night
258,2011,1,2,5,spring,0,1,1,5.74,7.575,86,11.0014,0,5,5,night
259,2011,1,2,6,spring,0,1,1,4.92,7.575,93,8.9981,0,16,16,morning
260,2011,1,2,7,spring,0,1,1,5.74,7.575,69,8.9981,0,54,54,morning
261,2011,1,2,8,spring,0,1,1,6.56,8.335,59,11.0014,3,125,128,morning
262,2011,1,2,9,spring,0,1,1,6.56,6.82,59,22.0028,3,78,81,morning
263,2011,1,2,10,spring,0,1,1,7.38,9.09,55,15.0013,0,39,39,morning
264,2011,1,2,11,spring,0,1,1,8.2,9.09,51,26.0027,3,32,35,morning
265,2011,1,2,12,spring,0,1,1,8.2,7.575,47,39.0007,3,52,55,afternoon
266,2011,1,2,13,spring,0,1,1,9.02,9.85,44,23.9994,0,49,49,afternoon
267,2011,1,2,14,spring,0,1,1,8.2,9.09,47,22.0028,0,44,44,afternoon
268,2011,1,2,15,spring,0,1,1,8.2,8.335,47,27.9993,1,48,49,afternoon
269,2011,1,2,16,spring,0,1,1,9.02,9.85,44,22.0028,5,63,68,afternoon
270,2011,1,2,17,spring,0,1,1,8.2,9.09,47,23.9994,0,139,139,afternoon
271,2011,1,2,18,spring,0,1,1,8.2,7.575,47,35.0008,2,135,137,evening
272,2011,1,2,19,spring,0,1,1,7.38,7.575,47,27.9993,1,82,83,evening
273,2011,1,2,20,spring,0,1,1,6.56,6.82,50,22.0028,2,54,56,evening
274,2011,1,2,21,spring,0,1,1,6.56,6.82,55,22.0028,0,57,57,evening
275,2011,1,2,22,spring,0,1,1,6.56,6.06,55,30.0026,1,32,33,evening
276,2011,1,2,23,spring,0,1,1,5.74,5.305,59,27.9993,1,19,20,evening
277,2011,1,3,0,spring,0,1,1,5.74,6.06,59,19.0012,1,6,7,night
278,2011,1,3,1,spring,0,1,1,5.74,6.06,50,19.0012,0,2,2,night
279,2011,1,3,2,spring,0,1,1,5.74,6.06,50,23.9994,0,2,2,night
280,2011,1,3,3,spring,0,1,1,5.74,6.06,50,22.0028,0,3,3,night
281,2011,1,3,4,spring,0,1,1,5.74,6.06,50,16.9979,0,4,4,night
282,2011,1,3,5,spring,0,1,1,5.74,6.06,50,19.9995,0,3,3,night
283,2011,1,3,6,spring,0,1,1,4.92,7.575,54,8.9981,0,28,28,morning
284,2011,1,3,7,spring,0,1,1,4.92,7.575,54,8.9981,0,72,72,morning
285,2011,1,3,8,spring,0,1,1,5.74,6.82,50,12.998,5,197,202,morning
286,2011,1,3,9,spring,0,1,1,5.74,6.06,50,22.0028,2,137,139,morning
287,2011,1,3,10,spring,0,1,2,6.56,6.82,50,23.9994,2,36,38,morning
288,2011,1,3,11,spring,0,1,2,8.2,8.335,44,30.0026,4,33,37,morning
289,2011,1,3,12,spring,0,1,1,8.2,8.335,44,27.9993,3,49,52,afternoon
290,2011,1,3,13,spring,0,1,1,9.02,9.85,41,30.0026,2,81,83,afternoon
291,2011,1,3,14,spring,0,1,1,9.02,9.85,41,26.0027,3,39,42,afternoon
292,2011,1,3,15,spring,0,1,1,9.84,10.605,38,19.9995,5,55,60,afternoon
293,2011,1,3,16,spring,0,1,1,9.84,10.605,38,23.9994,2,76,78,afternoon
294,2011,1,3,17,spring,0,1,1,8.2,9.09,40,19.0012,4,158,162,afternoon
295,2011,1,3,18,spring,0,1,1,8.2,9.09,40,22.0028,3,141,144,evening
296,2011,1,3,19,spring,0,1,1,6.56,7.575,47,16.9979,1,98,99,evening
297,2011,1,3,20,spring,0,1,1,6.56,7.575,47,15.0013,0,64,64,evening
298,2011,1,3,21,spring,0,1,1,5.74,6.06,46,19.9995,0,40,40,evening
299,2011,1,3,22,spring,0,1,1,5.74,6.06,46,22.0028,0,30,30,evening
300,2011,1,3,23,spring,0,1,1,4.92,6.82,50,12.998,1,14,15,evening
301,2011,1,4,0,spring,0,1,1,4.92,6.82,50,12.998,0,14,14,night
302,2011,1,4,1,spring,0,1,1,4.1,6.06,54,11.0014,0,5,5,night
303,2011,1,4,2,spring,0,1,1,4.1,6.06,54,8.9981,0,1,1,night
304,2011,1,4,3,spring,0,1,1,4.1,6.82,54,7.0015,0,1,1,night
305,2011,1,4,5,spring,0,1,1,4.1,6.82,54,6.0032,0,8,8,night
306,2011,1,4,6,spring,0,1,1,4.1,9.09,54,0.0,0,17,17,morning
307,2011,1,4,7,spring,0,1,1,4.1,6.06,74,11.0014,0,70,70,morning
308,2011,1,4,8,spring,0,1,1,4.92,8.335,68,0.0,2,156,158,morning
309,2011,1,4,9,spring,0,1,1,5.74,7.575,69,8.9981,0,117,117,morning
310,2011,1,4,10,spring,0,1,1,7.38,9.09,55,12.998,4,40,44,morning
311,2011,1,4,11,spring,0,1,1,7.38,8.335,51,19.0012,6,47,53,morning
312,2011,1,4,12,spring,0,1,1,8.2,9.85,44,16.9979,2,59,61,afternoon
313,2011,1,4,13,spring,0,1,1,9.02,9.85,37,26.0027,4,73,77,afternoon
